"Antimicrobial";"Bacterium";"DiskContent";"Z6";"Z7";"Z8";"Z9";"Z10";"Z11";"Z12";"Z13";"Z14";"Z15";"Z16";"Z17";"Z18";"Z19";"Z20";"Z21";"Z22";"Z23";"Z24";"Z25";"Z26";"Z27";"Z28";"Z29";"Z30";"Z31";"Z32";"Z33";"Z34";"Z35";"Z36";"Z37";"Z38";"Z39";"Z40";"Z41";"Z42";"Z43";"Z44";"Z45";"Z46";"Z47";"Z48";"Z49";"Z50";"ECOFF";"Distributions";"Observations"
"Rifampicin";"Corynebacterium spp";5;63;0;1;1;8;0;3;3;2;2;2;1;2;1;1;3;1;2;1;0;2;1;2;2;1;3;5;4;8;14;34;29;45;41;29;31;29;22;13;12;16;8;4;9;6;;8;467
"Rifampicin";"Corynebacterium striatum";5;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;1;0;0;2;1;2;8;15;16;16;11;4;3;6;1;1;0;0;0;0;0;0;;5;131
"Rifampicin";"Corynebacterium urealyticum";5;2;0;0;0;2;0;1;3;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;3;4;0;3;3;4;2;1;3;1;;4;44
"Rifampicin";"Haemophilus influenzae";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;14;49;73;68;49;26;7;2;4;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;3;307
"Rifampicin";"Haemophilus influenzae ATCC 49766";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;20
"Rifampicin";"Kingella kingae";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;9;12;17;18;19;19;13;15;4;9;5;2;3;3;1;1;0;1;1;0;0;0;0;0;0;0;0;0;;1;159
"Rifampicin";"Staphylococcus aureus";5;68;0;0;0;1;1;2;1;1;2;4;10;11;14;9;3;8;12;11;51;170;408;850;1391;2291;2399;2246;1390;793;491;275;128;74;30;16;4;4;1;0;0;0;0;0;0;0;25;11;13170
"Rifampicin";"Staphylococcus aureus ATCC 29213";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;7;87;184;399;439;356;156;52;8;1;0;0;0;0;0;0;0;0;0;0;0;0;;14;1693
"Rifampicin";"Staphylococcus aureus MRSA";5;4;0;0;0;0;0;0;0;0;0;1;3;0;1;0;0;1;0;0;0;0;0;7;12;22;27;42;19;12;3;3;3;1;0;1;0;0;0;0;0;0;0;0;0;0;;1;162
"Rifampicin";"Staphylococcus aureus MSSA";5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;25;58;58;84;43;24;21;8;6;0;1;0;0;0;0;0;0;0;0;0;0;0;;1;335
"Rifampicin";"Staphylococcus capitis";5;1;0;0;0;0;0;0;0;0;0;3;2;0;0;1;0;0;1;0;0;0;0;0;1;2;4;10;15;10;26;25;22;27;19;21;5;8;1;1;1;0;1;0;0;0;;5;207
"Rifampicin";"Staphylococcus caprae";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;;1;11
"Rifampicin";"Staphylococcus coagulase negative";5;54;0;0;0;2;1;0;0;1;0;1;0;0;3;0;1;5;2;1;6;2;4;4;12;15;28;38;60;81;116;106;117;111;75;103;36;37;7;10;1;8;0;2;0;0;26;6;1050
"Rifampicin";"Staphylococcus cohnii";5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;7
"Rifampicin";"Staphylococcus epidermidis";5;173;0;0;0;0;0;0;0;0;0;0;0;0;4;4;1;2;3;2;2;5;2;5;6;10;15;40;39;77;104;136;183;171;180;160;67;70;30;17;4;7;6;2;0;0;;5;1527
"Rifampicin";"Staphylococcus haemolyticus";5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;6;6;8;6;3;5;2;2;0;1;0;0;0;0;0;0;0;0;;3;44
"Rifampicin";"Staphylococcus hominis";5;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;2;2;8;6;15;25;45;55;57;58;44;34;24;12;9;5;5;1;0;2;0;2;1;;5;417
"Rifampicin";"Staphylococcus lugdunensis";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;2;0;0;3;9;14;29;43;48;39;34;16;34;13;21;2;6;2;3;0;0;0;0;;6;323
"Rifampicin";"Staphylococcus pettenkoferi";5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;2;5;3;3;4;3;2;2;3;1;1;0;0;0;;3;35
"Rifampicin";"Staphylococcus warneri";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;2;3;4;2;2;2;5;2;0;1;0;0;0;0;0;0;0;0;0;;3;29
"Rifampicin";"Streptococcus agalactiae";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;18;30;43;21;13;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;3;135
"Rifampicin";"Streptococcus group C";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;14;17;20;6;11;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;1;86
"Rifampicin";"Streptococcus group G";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;16;30;40;38;33;14;6;4;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;1;194
"Rifampicin";"Streptococcus pneumoniae";5;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;2;17;37;72;140;161;250;337;366;428;340;309;185;119;56;41;15;9;4;3;0;0;0;0;0;0;0;0;0;0;25;8;2895
"Rifampicin";"Streptococcus pneumoniae ATCC 49619";5;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2;1;8;110;248;358;341;329;166;96;21;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;15;1692
"Rifampicin";"Streptococcus pyogenes";5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;8;17;38;43;49;48;36;29;19;9;4;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;2;308
"Streptomycin";"Enterococcus faecalis";300;69;1;6;1;1;0;3;7;31;44;71;59;47;34;25;7;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;8;411
"Streptomycin";"Enterococcus faecalis ATCC 29212";300;0;0;0;0;0;0;0;0;0;1;5;19;11;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;39
"Streptomycin";"Enterococcus faecium";300;62;5;25;26;17;11;6;11;6;3;3;10;6;14;23;35;18;20;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;8;310
"Teicoplanin";"Enterococcus faecalis";30;0;0;0;0;0;0;0;0;0;0;0;20;86;90;40;7;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;3;250
"Teicoplanin";"Enterococcus faecalis ATCC 29212";30;0;0;0;0;0;0;0;0;0;0;0;10;54;40;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;107
"Teicoplanin";"Enterococcus faecalis ATCC 51299";30;0;0;0;0;0;0;0;0;0;0;0;4;34;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;55
"Teicoplanin";"Enterococcus faecium";30;1;0;0;1;1;2;0;0;1;1;6;15;32;39;42;7;2;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;2;157
"Teicoplanin";"Streptococcus agalactiae";30;0;0;0;0;0;0;0;0;5;9;29;41;33;12;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;3;133
"Teicoplanin";"Streptococcus anginosus";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;6
"Teicoplanin";"Streptococcus group C";30;0;0;0;0;0;0;0;0;0;0;5;18;40;18;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;82
"Teicoplanin";"Streptococcus group G";30;0;0;0;0;0;0;0;0;0;0;7;24;24;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;59
"Teicoplanin";"Streptococcus mitis";30;0;0;0;0;0;0;0;0;0;0;0;5;4;8;11;12;6;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;57
"Teicoplanin";"Streptococcus oralis";30;1;0;0;0;0;0;0;0;0;0;0;0;2;3;7;4;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;21
"Teicoplanin";"Streptococcus parasanguis";30;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;2
"Teicoplanin";"Streptococcus pneumoniae";30;0;0;0;0;0;0;0;0;0;0;0;1;9;33;31;32;22;21;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;3;155
"Teicoplanin";"Streptococcus pneumoniae ATCC 49619";30;0;0;0;0;0;0;0;0;0;0;0;0;0;17;36;41;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;6;114
"Teicoplanin";"Streptococcus pyogenes";30;0;0;0;0;0;0;0;0;0;0;0;7;16;28;15;6;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;78
"Teicoplanin";"Streptococcus, viridans group";30;1;0;0;0;0;0;0;0;0;0;1;11;15;14;26;26;15;14;9;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;137
"Telithromycin";"Haemophilus influenzae";15;4;1;1;0;0;0;1;3;3;16;15;34;43;55;56;34;17;14;5;3;3;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2;312
"Telithromycin";"Haemophilus influenzae ATCC 49766";15;0;0;0;0;0;0;0;0;0;0;5;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;20
"Telithromycin";"Moraxella catarrhalis";15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;8;21;24;29;13;7;10;6;2;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;23;2;131
"Telithromycin";"Streptococcus agalactiae";15;0;0;0;0;0;0;0;0;0;2;1;1;2;0;1;5;2;5;6;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;32
"Telithromycin";"Streptococcus group C";15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;6;19;28;23;21;13;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;3;122
"Telithromycin";"Streptococcus group G";15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;13;16;31;22;9;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;3;107
"Telithromycin";"Streptococcus pneumoniae";15;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2;4;2;7;7;9;11;10;17;20;13;20;12;9;4;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;25;3;156
"Telithromycin";"Streptococcus pneumoniae ATCC 49619";15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;11;17;13;4;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;56
"Telithromycin";"Streptococcus pyogenes";15;3;0;0;0;0;3;1;0;0;0;0;0;0;0;0;1;1;2;0;4;4;5;15;22;19;19;9;6;8;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;22;3;128
"Temocillin";"Escherichia coli";30;43;0;0;0;3;1;0;0;6;6;4;9;13;18;42;69;63;85;59;59;21;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;519
"Temocillin";"Klebsiella pneumoniae";30;63;0;0;0;1;4;3;2;3;2;10;4;3;2;4;1;2;5;8;6;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;126
"Tetracycline";"Campylobacter coli";30;101;2;7;10;17;9;16;5;3;2;3;0;2;1;2;2;2;2;0;2;2;0;0;1;0;0;1;3;1;11;4;11;13;22;25;19;21;15;14;13;6;5;1;0;0;30;12;376
"Tetracycline";"Campylobacter jejuni";30;366;12;19;34;41;48;53;33;38;27;31;16;12;15;12;7;11;12;5;6;7;4;5;6;12;8;22;32;43;55;89;98;129;152;232;175;223;160;129;94;69;51;38;15;10;30;18;2656
"Tetracycline";"Campylobacter jejuni ATCC 33560";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;18;30;25;20;19;13;11;2;0;0;0;0;0;0;0;0;0;0;0;;12;150
"Tetracycline";"Corynebacterium afermentans";30;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;2;1;0;0;0;0;0;0;0;;1;9
"Tetracycline";"Corynebacterium amycolatum";30;0;0;0;0;0;0;0;1;0;0;0;0;2;0;2;0;0;0;1;3;2;2;2;1;2;4;2;9;5;14;6;12;9;5;3;0;0;0;0;0;0;0;0;0;0;;3;87
"Tetracycline";"Corynebacterium aurimucosum";30;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;9
"Tetracycline";"Corynebacterium glucuronolyticum";30;0;0;0;0;0;0;0;1;0;0;1;3;2;2;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;1;2;1;1;1;0;0;0;0;0;0;0;0;;1;20
"Tetracycline";"Corynebacterium jeikeium";30;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;1;0;0;2;3;2;3;1;2;3;3;8;3;7;16;4;6;1;0;1;0;0;0;0;0;0;0;;4;70
"Tetracycline";"Corynebacterium propinquum";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;2;7
"Tetracycline";"Corynebacterium pseudodiphtheriticum";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;4;4;7;2;5;2;9;6;2;6;2;1;0;0;1;0;0;0;0;;5;57
"Tetracycline";"Corynebacterium singulare";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;4
"Tetracycline";"Corynebacterium spp";30;9;0;0;0;13;16;9;8;10;1;2;8;7;5;3;1;1;1;4;4;6;11;13;11;22;22;30;31;26;38;35;41;44;24;19;11;8;3;1;0;1;0;0;0;0;;8;499
"Tetracycline";"Corynebacterium striatum";30;8;0;0;0;13;15;7;5;8;1;0;3;2;4;3;3;1;2;1;1;1;2;3;4;7;8;7;8;3;5;2;1;2;0;1;0;0;0;0;0;0;0;0;0;0;;5;131
"Tetracycline";"Corynebacterium urealyticum";30;1;0;0;0;0;1;2;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;5;2;3;2;5;0;8;6;4;4;1;3;2;0;0;0;0;0;0;0;0;;4;53
"Tetracycline";"Escherichia coli ATCC 25922";30;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;34;137;343;321;160;12;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;7;1015
"Tetracycline";"Haemophilus influenzae";30;0;0;0;0;0;1;1;4;2;4;4;5;3;5;3;3;1;1;1;12;31;94;224;406;658;771;621;421;288;139;74;45;26;18;10;3;2;0;3;1;0;0;0;0;0;25;9;3885
"Tetracycline";"Haemophilus influenzae ATCC 49766";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;107;251;355;307;140;77;22;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;10;1270
"Tetracycline";"Haemophilus parainfluenzae";30;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;5;5;7;7;7;6;6;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;;4;56
"Tetracycline";"Kingella kingae";30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;4;1;1;1;0;0;1;7;14;12;8;17;14;17;16;14;8;9;2;4;1;2;0;0;0;0;0;0;0;;1;159
"Tetracycline";"Mannheimia haemolytica";30;2;3;4;9;10;15;27;32;12;5;4;1;5;1;0;0;1;5;12;17;17;12;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;208
"Tetracycline";"Moraxella catarrhalis";30;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;3;3;11;28;54;79;90;120;102;74;35;16;11;2;3;2;1;1;1;0;0;0;0;0;0;25;9;638
"Tetracycline";"Pasteurella canis";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;0;6;5;8;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;31
"Tetracycline";"Pasteurella multocida";30;0;0;0;0;0;0;4;0;1;0;0;0;2;0;2;0;0;0;10;8;23;44;62;57;78;65;40;26;23;7;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;24;8;459
"Tetracycline";"Salmonella spp";30;104;0;2;0;1;0;1;0;1;1;0;1;12;25;22;30;54;33;41;34;11;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;10;382
"Tetracycline";"Staphylococcus aureus";30;94;8;51;49;62;34;49;22;23;11;12;2;3;4;2;0;1;12;40;120;315;567;645;485;352;210;132;95;55;33;14;12;2;2;0;1;1;0;0;0;0;0;0;0;0;22;9;3520
"Tetracycline";"Staphylococcus aureus ATCC 29213";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;16;20;24;19;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;5;95
"Tetracycline";"Staphylococcus aureus MRSA";30;6;0;1;3;4;0;1;1;0;0;1;0;0;0;0;0;0;1;8;28;45;38;25;15;7;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;192
"Tetracycline";"Staphylococcus aureus MSSA";30;3;0;4;1;6;1;0;2;0;0;2;0;0;1;0;0;0;2;5;32;56;83;81;49;36;15;8;6;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;399
"Tetracycline";"Staphylococcus capitis";30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;4;1;4;0;2;8;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;30
"Tetracycline";"Staphylococcus coagulase negative";30;31;3;4;4;5;5;0;0;0;0;0;0;0;1;0;0;0;1;6;6;9;21;18;18;19;17;22;12;10;7;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;22;3;223
"Tetracycline";"Staphylococcus cohnii";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;7
"Tetracycline";"Staphylococcus epidermidis";30;16;1;3;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;8;6;5;2;2;4;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;68
"Tetracycline";"Staphylococcus haemolyticus";30;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;16
"Tetracycline";"Staphylococcus hominis";30;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;1;1;5;2;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;21
"Tetracycline";"Streptococcus agalactiae";30;28;3;24;56;125;156;133;90;50;41;20;7;3;6;1;1;5;13;23;29;38;35;26;8;7;3;3;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;6;938
"Tetracycline";"Streptococcus dysgalactiae";30;19;2;4;26;67;88;100;85;45;32;30;68;89;65;25;20;30;76;133;163;223;207;150;103;40;23;9;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;3;1928
"Tetracycline";"Streptococcus group C";30;1;0;0;0;3;3;8;2;11;3;2;4;3;10;4;0;4;7;15;25;35;51;53;46;50;16;9;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;4;373
"Tetracycline";"Streptococcus group G";30;3;0;0;2;22;42;54;43;29;12;8;10;29;28;26;13;7;8;16;34;45;78;63;48;43;25;13;8;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;4;715
"Tetracycline";"Streptococcus pneumoniae";30;3;0;1;4;15;46;39;52;44;61;34;16;16;7;8;11;7;8;22;78;97;117;154;179;309;345;358;348;216;180;91;60;16;12;12;0;1;0;1;0;1;0;0;0;0;25;10;2969
"Tetracycline";"Streptococcus pneumoniae ATCC 49619";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;9;104;249;315;333;298;245;101;29;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;15;1694
"Tetracycline";"Streptococcus pyogenes";30;28;6;9;17;54;58;61;54;46;30;13;8;7;7;1;5;9;51;79;136;260;355;436;428;394;270;171;112;61;33;17;8;2;2;0;0;1;0;0;0;0;0;0;0;0;22;10;3229
"Tetracycline";"Streptococcus pyogenes CCUG 25571";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;27;34;75;63;42;24;13;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;290
"Tetracycline";"Yersinia enterocolitica";30;5;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3;13;10;19;28;35;28;20;11;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;178
"Ticarcillin";"Citrobacter freundii";75;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;7;9;8;8;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;48
"Ticarcillin";"Citrobacter koseri";75;2;0;0;0;0;2;2;7;2;2;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;19
"Ticarcillin";"Enterobacter cloacae";75;4;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;2;2;1;9;8;9;4;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;47
"Ticarcillin";"Escherichia coli";75;101;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;3;10;23;38;46;47;36;21;14;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;1;351
"Ticarcillin";"Escherichia coli ATCC 25922";75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;15;19;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;54
"Ticarcillin";"Klebsiella aerogenes";75;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;5;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;12
"Ticarcillin";"Klebsiella oxytoca";75;14;2;2;3;2;2;7;5;2;3;1;3;1;1;1;1;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;54
"Ticarcillin";"Klebsiella pneumoniae";75;48;0;5;6;13;9;9;10;9;8;4;7;1;1;1;1;0;1;2;1;2;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1;144
"Ticarcillin";"Morganella morganii";75;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;5;3;1;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;21
"Ticarcillin";"Proteus mirabilis";75;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;6;9;11;14;19;10;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;82
"Ticarcillin";"Pseudomonas aeruginosa";75;34;0;0;3;3;1;3;3;1;0;1;1;0;3;2;3;10;10;13;5;4;0;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;105
"Ticarcillin";"Pseudomonas aeruginosa ATCC 27853";75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;29;19;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;66
"Ticarcillin";"Pseudomonas fluorescens group";75;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;20
"Ticarcillin";"Pseudomonas putida group";75;43;0;2;3;3;8;3;6;7;4;4;1;0;2;7;2;2;3;0;0;0;2;2;1;3;1;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;;1;113
"Ticarcillin";"Pseudomonas spp (non-aeruginosa)";75;80;0;2;3;4;8;4;6;8;4;5;1;0;2;8;3;3;3;2;0;3;8;7;3;8;4;5;0;0;2;1;1;2;1;0;0;1;0;0;0;0;0;0;0;0;;1;192
"Ticarcillin";"Pseudomonas stutzeri group";75;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;2;0;3;4;4;2;4;3;2;0;0;2;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;;1;35
