"Antimicrobial";"Bacterium";"M0.002";"M0.004";"M0.008";"M0.016";"M0.032";"M0.064";"M0.125";"M0.25";"M0.5";"M1";"M2";"M4";"M8";"M16";"M32";"M64";"M128";"M256";"M512";"ECOFF";"Distributions";"Observations"
"Ampicillin";"Streptococcus pyogenes";0;0;2;67;77;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;3;147
"Ampicillin";"Streptococcus salivarius";0;0;0;0;0;0;51;9;7;27;48;1;0;2;0;0;0;0;0;;2;145
"Ampicillin";"Streptococcus sanguinis";0;0;0;0;0;0;21;3;14;30;56;11;4;4;1;0;0;0;0;;1;144
"Ampicillin";"Streptococcus, viridans group";0;0;0;5;4;5;6;4;0;0;1;0;0;0;0;0;0;0;0;;1;25
"Ampicillin";"Yersinia spp";0;0;0;0;0;0;0;0;0;0;5;3;2;6;6;26;2;0;3;;1;53
"Ampicillin-sulbactam (fixed)";"Escherichia coli";0;0;0;0;0;0;0;0;2;20;12;1;0;2;3;3;7;0;0;8;1;50
"Ampicillin-sulbactam (fixed)";"Klebsiella pneumoniae";0;0;0;0;0;0;0;0;2;10;24;4;5;3;0;0;2;0;0;;1;50
"Ampicillin-sulbactam (fixed)";"Proteus mirabilis";0;0;0;0;0;0;0;0;28;13;3;2;1;0;0;1;1;0;0;4;1;49
"Ampicillin-sulbactam (ratio)";"Acinetobacter lwoffii";0;0;0;0;0;0;0;13;10;10;14;8;3;7;3;11;0;0;0;;1;79
"Ampicillin-sulbactam (ratio)";"Acinetobacter spp";0;0;0;0;0;0;0;17;13;31;127;122;73;83;80;113;0;0;0;;1;659
"Ampicillin-sulbactam (ratio)";"Citrobacter freundii";0;0;0;0;0;0;0;16;18;159;139;154;97;53;70;145;7;116;28;;4;1002
"Ampicillin-sulbactam (ratio)";"Citrobacter koseri";0;0;0;0;0;0;0;0;0;3;82;28;9;4;0;4;0;0;0;;1;130
"Ampicillin-sulbactam (ratio)";"Citrobacter spp";0;0;0;0;0;0;0;0;0;82;95;56;27;19;11;10;8;59;39;;1;406
"Ampicillin-sulbactam (ratio)";"Enterobacter cloacae";0;0;0;0;0;0;0;16;5;99;184;395;514;534;544;874;78;384;55;;4;3682
"Ampicillin-sulbactam (ratio)";"Enterobacter sakazakii";0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;0;0;0;;1;11
"Ampicillin-sulbactam (ratio)";"Enterobacter spp";0;0;0;0;0;0;0;0;0;37;53;90;82;82;70;67;40;171;71;;1;763
"Ampicillin-sulbactam (ratio)";"Enterococcus faecalis";0;0;0;0;0;0;1;39;290;2173;1165;138;11;10;13;16;0;0;179;4;4;4035
"Ampicillin-sulbactam (ratio)";"Enterococcus faecium";0;0;0;0;0;0;0;3;10;11;13;10;9;39;92;36;0;0;0;4;1;223
"Ampicillin-sulbactam (ratio)";"Escherichia coli";0;0;0;0;0;0;6;11;71;393;2935;1949;744;1998;1605;1085;0;0;0;8;2;10797
"Ampicillin-sulbactam (ratio)";"Haemophilus influenzae";0;0;0;0;0;0;11;189;31;68;54;30;12;1;0;0;0;0;0;1;3;396
"Ampicillin-sulbactam (ratio)";"Haemophilus parainfluenzae";0;0;0;0;0;0;0;8;2;1;2;0;0;0;0;0;0;0;0;;1;13
"Ampicillin-sulbactam (ratio)";"Klebsiella aerogenes";0;0;0;0;0;0;0;0;1;23;24;67;109;133;98;139;26;73;46;;2;739
"Ampicillin-sulbactam (ratio)";"Klebsiella oxytoca";0;0;0;0;0;0;11;4;14;22;56;187;247;82;39;110;0;0;0;;2;772
"Ampicillin-sulbactam (ratio)";"Klebsiella pneumoniae";0;0;0;0;0;0;6;4;24;836;653;1659;727;273;299;655;22;167;88;;3;5413
"Ampicillin-sulbactam (ratio)";"Morganella morganii";0;0;0;0;0;0;0;0;0;9;16;40;108;221;181;60;15;15;96;;2;761
"Ampicillin-sulbactam (ratio)";"Proteus mirabilis";0;0;0;0;0;0;0;13;219;945;407;134;89;102;86;50;0;0;0;4;3;2045
"Ampicillin-sulbactam (ratio)";"Proteus vulgaris";0;0;0;0;0;0;0;1;0;92;206;316;162;58;17;6;4;0;128;16;5;990
"Ampicillin-sulbactam (ratio)";"Providencia rettgeri";0;0;0;0;0;0;0;1;1;2;2;1;1;6;5;1;0;0;0;;1;20
"Ampicillin-sulbactam (ratio)";"Providencia stuartii";0;0;0;0;0;0;0;0;0;0;1;6;3;15;17;2;0;0;0;;1;44
"Ampicillin-sulbactam (ratio)";"Pseudomonas aeruginosa";0;0;0;0;0;0;0;1;21;3;5;7;16;24;80;3468;0;0;0;;1;3625
"Ampicillin-sulbactam (ratio)";"Pseudomonas fluorescens group";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;21;0;0;0;;1;23
"Ampicillin-sulbactam (ratio)";"Pseudomonas putida group";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;23;0;0;0;;1;25
"Ampicillin-sulbactam (ratio)";"Salmonella enteritidis";0;0;0;0;0;0;0;0;3;68;201;12;8;14;5;1;0;0;0;;1;312
"Ampicillin-sulbactam (ratio)";"Salmonella group B";0;0;0;0;0;0;0;1;1;22;18;6;0;1;15;4;0;0;0;;1;68
"Ampicillin-sulbactam (ratio)";"Salmonella group C";0;0;0;0;0;0;0;0;1;8;4;0;0;2;1;1;0;0;0;;1;17
"Ampicillin-sulbactam (ratio)";"Salmonella group D";0;0;0;0;0;0;0;0;4;33;75;6;1;10;10;1;0;0;0;;1;140
"Ampicillin-sulbactam (ratio)";"Salmonella paratyphi";0;0;0;0;0;0;0;0;1;12;19;4;0;0;0;0;0;0;0;;1;36
"Ampicillin-sulbactam (ratio)";"Salmonella typhi";0;0;0;0;0;0;0;16;63;10;10;1;2;3;15;4;0;0;0;;1;124
"Ampicillin-sulbactam (ratio)";"Salmonella typhimurium";0;0;0;0;0;0;0;2;2;7;21;1;1;8;38;15;0;0;0;;1;95
"Ampicillin-sulbactam (ratio)";"Serratia liquefaciens";0;0;0;0;0;0;0;0;0;2;7;15;19;27;20;18;5;6;136;;2;255
"Ampicillin-sulbactam (ratio)";"Serratia marcescens";0;0;0;0;0;0;0;0;1;0;5;32;80;221;512;401;35;31;152;;3;1470
"Ampicillin-sulbactam (ratio)";"Serratia spp";0;0;0;0;0;0;0;0;0;3;4;11;19;32;49;47;17;11;164;;1;357
"Ampicillin-sulbactam (ratio)";"Shigella flexneri";0;0;0;0;0;0;0;1;0;6;10;1;3;73;90;2;0;0;0;;1;186
"Ampicillin-sulbactam (ratio)";"Shigella sonnei";0;0;0;0;0;0;0;0;0;3;39;27;3;59;12;5;0;0;0;;1;148
"Ampicillin-sulbactam (ratio)";"Stenotrophomonas maltophilia";0;0;0;0;0;0;0;0;2;0;14;19;21;29;75;440;0;0;0;;2;600
"Anidulafungin";"Candida albicans";0;216;106;117;64;4;21;2;1;3;0;0;0;3;0;0;0;0;0;;1;537
"Anidulafungin";"Candida albicans Etest";211;236;208;73;11;4;4;0;1;0;0;0;0;0;0;1;0;0;0;;1;749
"Anidulafungin";"Candida albicans EUCAST";73;124;0;237;628;6;0;2;1;1;0;0;0;0;0;0;0;0;0;0.032;4;1072
"Anidulafungin";"Candida glabrata";0;5;4;28;133;53;5;2;1;0;2;1;0;0;0;0;0;0;0;;1;234
"Anidulafungin";"Candida glabrata Etest";55;20;46;149;62;8;5;7;2;2;0;0;2;0;0;0;0;0;0;;1;358
"Anidulafungin";"Candida glabrata EUCAST";0;18;14;0;246;50;18;2;2;1;1;0;0;0;0;0;0;0;0;0.064;4;352
"Anidulafungin";"Candida guilliermondii";0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0;;1;8
"Anidulafungin";"Candida guilliermondii Etest";0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;;1;4
"Anidulafungin";"Candida guilliermondii EUCAST";0;0;0;0;0;1;0;2;3;12;2;0;0;0;1;0;0;0;0;;2;21
"Anidulafungin";"Candida krusei";0;0;1;5;18;15;6;1;0;0;0;0;0;0;0;0;0;0;0;;1;46
"Anidulafungin";"Candida krusei Etest";2;1;3;3;7;10;1;2;0;0;0;0;0;0;0;0;0;0;0;;1;29
"Anidulafungin";"Candida krusei EUCAST";0;0;9;18;58;9;1;1;0;0;0;0;0;0;0;0;0;0;0;0.064;3;96
"Anidulafungin";"Candida parapsilosis";0;2;0;0;1;0;0;9;9;27;14;2;0;0;0;0;0;0;0;;1;64
"Anidulafungin";"Candida parapsilosis Etest";0;0;1;0;0;2;0;4;7;9;12;5;7;0;0;2;0;0;0;;1;49
"Anidulafungin";"Candida parapsilosis EUCAST";0;1;0;0;3;4;2;23;62;135;70;6;0;0;0;0;0;0;0;4;4;306
"Anidulafungin";"Candida tropicalis";0;15;5;9;11;7;3;5;3;1;0;0;0;2;0;0;0;0;0;;1;61
"Anidulafungin";"Candida tropicalis Etest";10;7;12;30;22;4;2;1;0;0;0;0;0;0;0;0;0;0;0;;1;88
"Anidulafungin";"Candida tropicalis EUCAST";8;12;0;8;142;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0.064;4;185
"Avilamycin";"Enterococcus faecalis";0;0;0;0;0;0;0;0;2;94;840;209;28;4;5;1;0;0;0;8;15;1183
"Avilamycin";"Enterococcus faecium";0;0;0;0;0;0;0;0;14;166;1052;1545;467;51;16;79;453;0;0;16;26;3843
"Avilamycin";"Enterococcus hirae";0;0;0;0;0;0;0;0;6;62;151;271;67;11;0;0;0;0;0;16;8;568
"Avilamycin";"Staphylococcus aureus";0;0;0;0;0;0;0;0;0;0;2;11;1;0;0;0;0;0;0;;1;14
"Avilamycin";"Staphylococcus hyicus";0;0;0;0;0;0;0;0;0;0;89;40;1;1;0;0;0;0;0;;2;131
"Avilamycin";"Staphylococcus intermedius";0;0;0;0;0;0;0;0;0;46;52;37;2;2;1;0;0;0;0;;2;140
"Azithromycin";"Campylobacter coli";0;0;0;111;1838;6939;4035;781;61;26;8;2;2;2;0;21;1515;0;0;0.5;22;15341
"Azithromycin";"Campylobacter jejuni";0;0;0;1867;8586;7590;1835;288;19;25;9;3;6;1;2;4;199;0;0;0.25;19;20434
"Azithromycin";"Escherichia coli";0;0;0;0;0;0;0;1;15;125;1473;2995;304;11;20;0;0;0;0;;2;4944
"Azithromycin";"Haemophilus influenzae";0;0;0;0;0;64;299;887;5442;15658;8888;1181;118;35;37;8;6;9;9;4;8;32641
"Azithromycin";"Haemophilus parainfluenzae";0;0;0;0;0;6;35;83;139;113;37;3;0;0;0;0;0;0;0;2;1;416
"Azithromycin";"Legionella pneumophila";0;0;0;0;3;112;129;23;12;3;0;0;1;0;0;0;0;0;0;;2;283
"Azithromycin";"Neisseria gonorrhoeae";0;0;4;239;401;650;967;878;403;110;34;10;17;9;3;0;0;2;0;;10;3727
"Azithromycin";"Neisseria meningitidis";0;0;0;0;1;8;15;25;128;92;30;1;0;0;0;0;0;0;0;;2;300
"Azithromycin";"Salmonella spp";0;0;0;0;0;0;2;1;6;75;2810;7969;1630;136;22;2;0;0;0;;7;12653
"Azithromycin";"Salmonella typhi";0;0;0;0;0;0;0;0;0;0;9;29;89;35;3;1;0;0;0;;5;166
"Azithromycin";"Shigella boydii";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;;1;2
"Azithromycin";"Shigella dysenteriae";0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;;1;4
"Azithromycin";"Shigella flexneri";0;0;0;0;0;0;0;0;0;1;18;10;0;0;2;0;0;0;1;;1;32
"Azithromycin";"Shigella sonnei";0;0;0;0;0;0;0;0;0;0;4;31;367;19;0;1;1;2;1;;2;426
"Azithromycin";"Shigella spp";0;0;0;0;0;0;0;0;0;3;25;29;17;1;2;1;0;0;2;;1;80
"Azithromycin";"Staphylococcus aureus";0;0;0;0;2;5;7;345;1872;1826;175;31;29;37;30;1218;1646;0;0;2;2;7223
"Azithromycin";"Streptococcus pneumoniae";0;0;0;5;1248;17028;27426;1725;183;245;640;2651;3040;2596;1608;539;5541;4094;0;0.25;6;68569
"Azithromycin";"Streptococcus pyogenes";0;0;0;4;295;2875;15606;3360;108;44;29;117;683;456;151;50;379;186;0;0.25;5;24343
"Aztreonam";"Acinetobacter baumannii";0;0;0;0;1;0;1;1;0;0;1;0;10;29;39;49;3;0;0;;2;134
"Aztreonam";"Acinetobacter spp";0;0;0;0;0;0;2;0;1;4;8;8;15;18;18;6;3;2;0;;3;85
"Aztreonam";"Burkholderia cepacia";0;0;0;0;0;0;0;1;2;6;2;1;5;0;2;1;0;2;0;;3;22
"Aztreonam";"Citrobacter freundii";0;0;0;0;13;20;9;5;1;2;1;2;0;2;8;3;0;0;0;;2;66
"Aztreonam";"Enterobacter cloacae";0;0;0;0;11;42;52;20;11;5;10;1;11;12;25;44;1;0;0;;3;245
"Aztreonam";"Enterobacter spp";0;0;0;0;17;20;32;5;2;1;0;0;2;1;1;1;0;0;0;;2;82
"Aztreonam";"Escherichia coli";0;0;0;4;1103;1085;613;132;36;17;22;37;25;21;36;58;0;3;0;0.25;7;3192
"Aztreonam";"Klebsiella aerogenes";0;0;0;0;1;10;6;3;3;4;0;1;5;15;23;6;2;0;0;;2;79
"Aztreonam";"Klebsiella oxytoca";0;0;0;0;15;33;26;14;25;19;3;1;1;2;6;15;0;0;0;;4;160
"Aztreonam";"Klebsiella pneumoniae";0;0;0;0;0;0;0;0;1;1;1;0;0;0;4;0;0;0;0;;1;7
"Aztreonam";"Klebsiella spp";0;0;0;1;166;43;23;5;2;0;1;1;3;3;1;1;0;0;0;;2;250
"Aztreonam";"Moraxella catarrhalis";0;0;0;0;0;0;1;11;93;70;102;9;1;0;0;0;0;0;0;;1;287
"Aztreonam";"Pseudomonas aeruginosa";0;0;0;0;1;2;6;8;62;90;524;1295;537;434;230;62;41;1;0;16;11;3293
"Aztreonam";"Salmonella spp";0;0;0;0;12;37;18;3;1;0;0;0;0;0;0;0;0;0;0;;2;71
"Aztreonam";"Serratia marcescens";0;0;0;0;7;37;34;23;9;2;5;2;3;2;1;2;0;0;0;;3;127
"Aztreonam";"Stenotrophomonas maltophilia";0;0;0;0;1;1;1;0;0;0;4;3;3;2;10;41;5;0;0;;2;71
"Bacitracin";"Enterococcus faecalis";0;0;0;0;0;0;0;0;0;0;3;12;123;33;14;20;58;10;42;32;3;315
"Bacitracin";"Enterococcus faecium";0;0;0;0;0;0;0;0;0;0;17;129;256;135;80;147;211;1658;156;32;16;2789
"Bedaquiline";"Mycobacterium tuberculosis 7H10";1;2;42;156;477;648;254;93;17;3;1;3;0;0;0;0;0;0;0;;3;1697
"Bedaquiline";"Mycobacterium tuberculosis 7H11";0;0;102;301;623;857;394;32;13;18;2;1;0;0;0;0;0;0;0;;6;2343
"Bedaquiline";"Mycobacterium tuberculosis 7H9";0;0;384;639;1798;1148;451;39;21;2;1;0;2;0;0;0;0;0;0;;3;4485
"Bedaquiline";"Mycobacterium tuberculosis MGIT 960";0;0;0;0;3;1;70;136;212;69;8;37;2;0;0;0;0;0;0;;3;538
"Benzylpenicillin";"Actinomyces israelii";0;0;0;1;51;41;2;3;0;0;0;0;0;0;0;0;0;0;0;;1;98
"Benzylpenicillin";"Actinomyces spp";0;0;0;9;103;93;59;20;17;4;0;0;0;0;0;0;0;0;0;;1;305
"Benzylpenicillin";"Aerococcus sanguinicola";0;0;0;2;38;49;10;0;0;0;0;0;0;0;0;0;0;0;0;;2;99
"Benzylpenicillin";"Aerococcus spp";0;0;10;55;99;66;11;0;0;0;0;0;0;0;0;0;0;0;0;;2;241
"Benzylpenicillin";"Aerococcus urinae";0;0;10;53;61;17;1;0;0;0;0;0;0;0;0;0;0;0;0;;2;142
"Benzylpenicillin";"Bacteroides fragilis";0;0;0;0;0;0;0;0;0;0;1;19;42;7;0;1;3;2;0;;1;75
"Benzylpenicillin";"Bacteroides fragilis group";0;0;0;0;0;0;0;1;1;11;10;51;91;168;79;105;21;34;19;;4;591
"Benzylpenicillin";"Bacteroides thetaiotaomicron";0;0;0;0;0;0;0;0;0;0;0;0;1;14;1;1;1;7;0;;1;25
"Benzylpenicillin";"Clostridium butyricum";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1;1
"Benzylpenicillin";"Clostridium difficile";0;0;0;1;1;2;2;56;426;1054;368;264;43;16;5;0;0;0;0;;2;2238
"Benzylpenicillin";"Clostridium perfringens";0;0;0;12;22;23;11;6;2;0;1;0;0;0;0;0;0;0;0;0.125;3;77
"Benzylpenicillin";"Clostridium ramosum";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;1;1
"Benzylpenicillin";"Clostridium septicum";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1
"Benzylpenicillin";"Clostridium sporogenes";0;0;0;0;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0;;1;5
"Benzylpenicillin";"Clostridium spp";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;2
"Benzylpenicillin";"Corynebacterium amycolatum";0;0;0;0;0;0;1;0;0;0;0;0;1;0;10;0;0;0;0;;1;12
"Benzylpenicillin";"Corynebacterium jeikeium";0;0;0;1;0;1;0;1;1;0;1;4;9;1;11;48;0;0;0;;2;78
"Benzylpenicillin";"Corynebacterium pseudodiphtheriticum";0;0;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;11
"Benzylpenicillin";"Corynebacterium spp";0;0;10;0;0;0;2;2;3;5;1;1;1;4;30;0;0;0;0;;5;59
"Benzylpenicillin";"Corynebacterium striatum";0;0;0;0;0;0;0;4;5;6;1;6;1;0;5;0;0;0;0;;2;28
"Benzylpenicillin";"Corynebacterium urealyticum";0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;0;0;0;0;;1;12
"Benzylpenicillin";"Enterococcus avium";0;0;0;0;0;0;0;1;1;15;28;10;3;2;14;29;0;0;0;;1;103
"Benzylpenicillin";"Enterococcus casseliflavus";0;0;0;1;0;0;0;0;26;15;8;2;1;1;0;5;0;0;0;;1;59
"Benzylpenicillin";"Enterococcus faecalis";0;0;0;7;3;3;8;38;81;605;7278;11939;859;237;54;45;0;1;0;16;18;21158
"Benzylpenicillin";"Enterococcus faecium";0;0;0;2;5;7;9;316;115;189;546;1624;700;382;460;3026;88;127;42;16;11;7638
"Benzylpenicillin";"Enterococcus gallinarum";0;0;0;0;0;1;0;0;9;32;29;5;3;4;2;26;0;0;0;8;1;111
"Benzylpenicillin";"Haemophilus influenzae";0;0;0;1;66;117;1320;7470;4237;1668;1418;419;3678;23;96;240;0;13;0;1;4;20766
"Benzylpenicillin";"Haemophilus parainfluenzae";0;0;0;0;7;6;8;5;20;25;21;12;25;0;0;0;0;0;0;;1;129
"Benzylpenicillin";"Kingella kingae";0;0;77;71;15;2;15;11;5;5;1;0;0;0;0;0;0;0;0;;1;202
"Benzylpenicillin";"Listeria monocytogenes";0;0;0;7;1;5;105;227;156;28;1;0;0;0;0;0;0;0;0;1;5;530
"Benzylpenicillin";"Neisseria gonorrhoeae";0;1;100;692;450;1396;2669;2140;1414;1568;540;184;102;467;48;25;13;17;0;;21;11826
"Benzylpenicillin";"Neisseria meningitidis";0;4;11;154;770;1677;683;367;116;23;1;0;0;0;0;0;0;0;0;0.25;16;3806
"Benzylpenicillin";"Pasteurella multocida";0;0;0;0;14;60;124;79;1;2;7;1;1;4;0;0;0;0;0;0.5;6;293
"Benzylpenicillin";"Peptostreptococcus spp";0;1;0;3;2;2;5;3;0;0;0;0;0;0;0;0;0;0;0;;2;16
"Benzylpenicillin";"Peptostreptococcus spp";0;0;0;0;2;5;8;4;3;3;0;0;0;0;1;0;0;0;0;;2;26
"Benzylpenicillin";"Prevotella spp";0;0;0;8;10;8;9;3;3;7;3;16;3;7;8;3;0;2;0;;1;90
"Benzylpenicillin";"Propionibacterium acnes";0;0;1;118;92;62;30;0;0;0;0;0;0;0;0;0;0;0;0;0.125;1;303
"Benzylpenicillin";"Staphylococcus aureus";0;0;85;553;547;223;202;312;893;947;802;720;2968;123;554;309;246;1;0;0.125;8;9485
"Benzylpenicillin";"Staphylococcus aureus MRSA";0;0;0;0;0;0;0;0;0;0;1;2;1;1;3;19;172;0;0;0.125;2;199
"Benzylpenicillin";"Staphylococcus aureus MSSA";0;0;0;0;14;26;3;1;2;2;3;4;10;13;37;30;143;0;0;0.125;2;288
"Benzylpenicillin";"Staphylococcus auricularis";0;0;0;7;9;2;7;1;2;7;3;6;5;2;5;9;0;0;0;;1;65
"Benzylpenicillin";"Staphylococcus capitis";0;0;0;31;19;5;12;20;13;8;11;12;14;24;28;17;0;0;0;;1;214
"Benzylpenicillin";"Staphylococcus coagulase negative";0;0;0;6;54;20;32;52;60;44;54;84;186;184;176;110;188;0;0;;2;1250
"Benzylpenicillin";"Staphylococcus epidermidis";0;0;3;227;143;81;140;205;351;500;669;842;1028;756;514;275;53;0;0;;5;5787
"Benzylpenicillin";"Staphylococcus epidermidis MSSE";0;0;0;3;13;4;2;3;0;2;4;5;10;9;14;8;7;0;0;;2;84
"Benzylpenicillin";"Staphylococcus haemolyticus";0;0;0;14;21;7;9;16;11;13;19;20;37;65;87;343;32;0;0;;3;694
"Benzylpenicillin";"Staphylococcus hominis";0;0;0;38;9;5;13;27;28;32;39;42;88;83;78;26;0;0;0;;1;508
"Benzylpenicillin";"Staphylococcus lugdunensis";0;0;1;7;6;24;63;14;5;14;16;17;8;3;5;3;0;0;0;0.125;3;186
"Benzylpenicillin";"Staphylococcus saprophyticus";0;0;0;7;8;15;28;54;4;3;10;3;13;18;20;8;0;0;0;;2;191
"Benzylpenicillin";"Staphylococcus simulans";0;0;0;8;6;3;4;3;2;13;4;12;13;13;15;12;0;0;0;;1;108
"Benzylpenicillin";"Staphylococcus warneri";0;0;0;8;9;9;5;6;13;16;11;20;14;21;17;13;0;0;0;;1;162
"Benzylpenicillin";"Staphylococcus xylosis";0;0;0;4;1;1;4;0;3;3;6;6;8;9;1;2;0;0;0;;1;48
"Benzylpenicillin";"Streptococcus acidominimus";0;0;0;0;8;3;2;0;2;1;0;1;1;0;0;0;0;0;0;;1;18
"Benzylpenicillin";"Streptococcus agalactiae";0;0;8;188;1629;1346;85;4;0;1;0;0;0;0;0;0;0;0;0;0.125;9;3261
"Benzylpenicillin";"Streptococcus anginosus";0;0;1;37;161;104;23;11;6;4;2;0;0;0;0;0;0;0;0;0.25;5;349
"Benzylpenicillin";"Streptococcus bovis";0;0;0;0;36;31;12;3;0;0;0;0;0;0;0;0;0;0;0;0.25;2;82
"Benzylpenicillin";"Streptococcus constellatus";0;0;0;39;263;97;38;3;1;1;1;1;2;0;2;1;0;0;0;0.25;3;449
"Benzylpenicillin";"Streptococcus dysgalactiae";0;0;0;0;183;12;2;0;1;0;0;0;1;0;0;0;0;0;0;;1;199
"Benzylpenicillin";"Streptococcus equinus";0;0;0;0;19;7;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;27
"Benzylpenicillin";"Streptococcus gordonii";0;0;0;0;9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;;1;12
"Benzylpenicillin";"Streptococcus group C";0;0;0;159;38;17;1;0;0;0;0;0;0;0;0;0;0;0;0;0.064;1;215
"Benzylpenicillin";"Streptococcus group F";0;0;0;6;19;24;6;1;0;0;0;0;0;0;0;0;0;0;0;;1;56
"Benzylpenicillin";"Streptococcus group G";1;59;102;24;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0.064;5;193
"Benzylpenicillin";"Streptococcus intermedius";0;0;0;11;31;18;7;5;5;5;2;1;2;0;0;0;0;0;0;0.25;2;87
"Benzylpenicillin";"Streptococcus milleri";0;0;0;28;55;27;16;0;2;1;0;0;0;0;1;0;0;0;0;0.125;1;130
"Benzylpenicillin";"Streptococcus mitis";0;0;0;94;190;92;106;69;35;38;25;23;19;3;1;4;0;0;0;0.25;3;699
"Benzylpenicillin";"Streptococcus mutans";0;0;0;13;21;2;3;3;1;0;1;1;0;0;0;0;0;0;0;0.25;2;45
"Benzylpenicillin";"Streptococcus oralis";0;0;6;85;218;94;80;29;24;20;19;14;16;2;0;0;0;0;0;0.25;6;607
"Benzylpenicillin";"Streptococcus parasanguis";0;0;0;0;19;7;13;13;4;3;5;1;0;0;0;0;0;0;0;0.25;2;65
"Benzylpenicillin";"Streptococcus pneumoniae";108;899;5428;14412;5983;1942;1058;1174;992;996;2568;2010;172;0;0;0;0;0;0;0.064;33;37742
"Benzylpenicillin";"Streptococcus pyogenes";9;180;1493;1894;60;8;2;2;0;0;0;0;0;0;0;0;0;0;0;0.032;12;3648
"Benzylpenicillin";"Streptococcus salivarius";0;0;0;10;50;47;45;15;17;7;3;2;2;0;0;0;0;0;0;0.25;3;198
"Benzylpenicillin";"Streptococcus sanguinis";0;0;0;30;38;35;40;25;27;9;14;5;4;1;0;0;0;0;0;0.25;3;228
"Benzylpenicillin";"Streptococcus vestibularis";0;0;0;0;2;5;2;1;3;1;0;0;0;0;0;0;0;0;0;0.25;1;14
"Benzylpenicillin";"Streptococcus, viridans group";0;0;13;57;146;171;76;43;28;16;18;9;8;0;0;3;1;0;0;0.25;5;589
"Cefaclor";"Escherichia coli";0;0;0;0;0;0;0;2;31;60;25;22;3;0;4;2;0;1;0;4;1;150
"Cefaclor";"Haemophilus influenzae";0;0;0;0;0;0;2;145;843;3648;9436;8396;3867;1481;497;138;18;1;0;8;15;28472
"Cefaclor";"Haemophilus parainfluenzae";0;0;0;0;0;0;0;10;87;92;148;81;29;13;2;0;0;0;0;;2;462
"Cefaclor";"Klebsiella spp";0;0;0;0;0;1;34;149;100;41;11;14;13;0;1;4;0;0;0;;2;368
"Cefaclor";"Moraxella catarrhalis";0;0;0;0;1;1;19;265;1484;2222;1549;1032;590;253;108;11;1;0;0;;6;7536
"Cefaclor";"Neisseria gonorrhoeae";0;0;0;0;13;10;9;8;12;0;0;0;0;0;0;0;0;0;0;;1;52
"Cefaclor";"Neisseria meningitidis";0;0;0;0;4;15;17;1;0;0;0;0;0;0;0;0;0;0;0;;1;37
"Cefaclor";"Proteus mirabilis";0;0;0;0;0;0;0;0;0;55;35;8;0;0;0;0;0;0;0;;1;98
"Cefaclor";"Staphylococcus aureus";0;0;0;0;0;0;0;0;143;424;1824;1395;280;117;104;166;753;0;0;8;1;5206
"Cefaclor";"Streptococcus agalactiae";0;0;0;0;0;0;1;18;26;10;1;0;0;0;0;0;0;0;0;;2;56
"Cefaclor";"Streptococcus pneumoniae";0;0;0;2;11;258;770;939;271;133;45;6;22;46;40;27;11;0;0;0.5;6;2581
"Cefaclor";"Streptococcus pyogenes";0;0;0;0;0;68;55;42;9;1;1;0;0;0;0;0;0;0;0;;4;176
"Cefadroxil";"Enterobacter spp";0;0;0;0;0;0;0;0;0;0;0;1;7;6;7;4;5;7;0;16;1;37
"Cefadroxil";"Escherichia coli";0;0;0;0;0;0;0;0;0;0;0;8;27;7;2;1;3;2;0;16;1;50
"Cefadroxil";"Haemophilus influenzae";0;0;0;0;0;0;0;0;0;0;0;0;2;12;17;6;1;3;0;;1;41
"Cefadroxil";"Klebsiella spp";0;0;0;0;0;0;0;0;0;0;0;3;19;2;1;2;0;1;0;16;1;28
"Cefadroxil";"Proteus mirabilis";0;0;0;0;0;0;0;0;0;0;1;2;13;9;0;0;0;0;0;16;1;25
"Cefadroxil";"Proteus spp";0;0;0;0;0;0;0;0;0;2;1;0;0;2;10;6;1;22;0;16;1;44
"Cefadroxil";"Staphylococcus aureus";0;0;0;0;0;0;0;0;0;0;20;3;4;0;0;0;5;8;0;;1;40
"Cefadroxil";"Staphylococcus coagulase negative";0;0;0;0;0;0;0;1;2;10;5;15;2;3;0;1;0;1;0;;1;40
