"Antimicrobial";"Bacterium";"M0.002";"M0.004";"M0.008";"M0.016";"M0.032";"M0.064";"M0.125";"M0.25";"M0.5";"M1";"M2";"M4";"M8";"M16";"M32";"M64";"M128";"M256";"M512";"ECOFF";"Distributions";"Observations"
"Gentamicin";"Corynebacterium pseudodiphtheriticum";0;0;5;1;1;2;1;0;0;0;1;0;0;0;0;0;0;0;0;;1;11
"Gentamicin";"Corynebacterium spp";0;0;5;1;3;6;2;2;1;1;5;9;10;5;15;0;0;0;0;;6;65
"Gentamicin";"Corynebacterium striatum";0;0;0;0;0;0;0;0;0;1;3;3;4;1;0;0;0;0;0;;1;12
"Gentamicin";"Corynebacterium urealyticum";0;0;0;0;0;1;0;1;0;0;0;4;1;0;5;0;0;0;0;;1;12
"Gentamicin";"Enterobacter agglomerans";0;0;0;0;0;1;5;43;5;0;0;0;0;0;0;0;0;0;0;;1;54
"Gentamicin";"Enterobacter amnigenus";0;0;0;0;0;0;0;2;4;1;1;0;0;0;0;0;0;0;0;;1;8
"Gentamicin";"Enterobacter cloacae";1;0;2;6;37;179;397;1238;3670;1389;163;94;126;96;19;104;50;52;60;2;52;7683
"Gentamicin";"Enterobacter dissolvens";0;0;0;0;0;0;0;11;8;0;0;0;0;0;0;0;0;0;0;;1;19
"Gentamicin";"Enterobacter gergoviae";0;0;0;0;0;0;0;2;3;2;0;0;0;0;0;0;0;0;0;;1;7
"Gentamicin";"Enterobacter intermedium";0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;0;0;0;0;;1;4
"Gentamicin";"Enterobacter sakazakii";0;0;0;0;0;0;0;6;14;7;3;0;1;0;0;0;0;0;0;;1;31
"Gentamicin";"Enterobacter spp";0;0;0;0;0;1;7;219;667;298;34;14;5;6;5;11;7;4;75;2;6;1353
"Gentamicin";"Enterobacter taylorae";0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;;1;4
"Gentamicin";"Enterococcus faecalis";0;0;0;0;0;2;2;7;19;38;77;192;898;1829;720;64;59;74;802;32;27;4783
"Gentamicin";"Enterococcus faecium";0;0;0;1;0;0;1;4;9;22;91;598;1182;580;94;13;11;46;320;32;26;2972
"Gentamicin";"Enterococcus hirae";0;0;0;0;0;0;0;0;1;4;50;98;234;151;28;0;0;0;2;;8;568
"Gentamicin";"Escherichia coli";0;0;9;7;27;52;526;8527;32057;20369;3376;804;1365;3749;6370;519;143;168;70;2;98;78138
"Gentamicin";"Haemophilus influenzae";0;0;0;0;0;0;0;10;19;54;35;15;0;0;0;0;0;0;0;4;5;133
"Gentamicin";"Hafnia alvei";0;0;0;0;0;0;3;11;13;1;0;0;0;0;0;0;0;0;0;;1;28
"Gentamicin";"Klebsiella aerogenes";0;0;0;0;3;0;12;155;823;677;179;52;36;10;3;12;3;16;48;2;49;2029
"Gentamicin";"Klebsiella oxytoca";0;0;1;0;0;3;27;671;2213;977;188;60;41;36;9;34;8;11;83;2;51;4362
"Gentamicin";"Klebsiella pneumoniae";0;0;4;4;11;13;174;2034;6242;2225;316;233;269;273;169;192;164;186;93;2;64;12602
"Gentamicin";"Klebsiella spp";0;0;0;1;5;23;83;456;595;208;11;5;10;4;5;5;5;4;0;2;7;1420
"Gentamicin";"Lactobacillus acidophilus";0;0;0;0;0;0;0;0;1;1;4;3;1;1;0;0;0;0;0;;1;11
"Gentamicin";"Lactobacillus amylovorus";0;0;0;0;0;0;0;0;1;0;4;13;12;1;0;0;0;0;0;;1;31
"Gentamicin";"Lactobacillus crispatus";0;0;0;0;0;0;0;0;0;2;0;3;1;1;0;0;0;0;0;;1;7
"Gentamicin";"Lactobacillus delbrueckii";0;0;0;0;0;0;0;0;5;1;9;17;12;0;0;0;0;0;0;;1;44
"Gentamicin";"Lactobacillus fermentum";0;0;0;0;0;0;0;0;0;0;0;15;6;0;0;0;0;0;0;;1;21
"Gentamicin";"Lactobacillus gallinarum";0;0;0;0;0;0;0;0;2;1;4;1;0;0;0;0;0;0;0;;1;8
"Gentamicin";"Lactobacillus gasseri";0;0;0;0;0;0;0;0;0;0;5;7;18;6;0;0;0;0;0;;1;36
"Gentamicin";"Lactobacillus helveticus";0;0;0;0;0;0;0;0;1;4;11;9;2;0;0;0;0;0;0;;1;27
"Gentamicin";"Lactobacillus johnsonii";0;0;0;0;0;0;0;0;0;0;4;11;5;6;0;0;0;0;0;;1;26
"Gentamicin";"Lactobacillus plantarum";0;0;0;0;0;0;1;2;3;7;22;46;33;6;0;0;0;0;0;;2;120
"Gentamicin";"Lactobacillus reuteri";0;0;0;0;0;0;0;1;1;20;52;38;0;0;0;0;0;0;0;;2;112
"Gentamicin";"Lactobacillus rhamnosus";0;0;0;0;0;0;0;0;0;4;36;146;36;3;0;0;0;0;0;;3;225
"Gentamicin";"Lactobacillus sakei";0;0;0;0;0;0;0;0;0;0;0;3;3;31;42;4;0;0;0;;1;83
"Gentamicin";"Lactobacillus spp";0;0;0;0;0;0;1;3;14;40;151;315;142;92;68;23;26;6;2;;3;883
"Gentamicin";"Lactococcus lactis";0;0;0;0;0;0;0;0;0;2;4;0;1;5;0;0;0;0;0;;1;12
"Gentamicin";"Listeria monocytogenes";0;0;0;0;1;2;3;31;141;136;3;0;0;0;0;0;0;0;0;;4;317
"Gentamicin";"Mannheimia haemolytica";0;0;0;0;0;0;0;1;2;70;66;4;0;0;2;2;0;0;0;;4;147
"Gentamicin";"Moraxella catarrhalis";0;0;0;0;2;12;27;0;1;0;0;0;0;0;0;0;0;0;0;;1;42
"Gentamicin";"Morganella morganii";0;0;0;0;0;2;19;234;497;291;67;31;12;25;19;22;5;6;97;2;10;1327
"Gentamicin";"Neisseria gonorrhoeae";0;0;0;0;0;0;0;0;0;7;241;1049;1361;108;1;0;0;0;0;;4;2767
"Gentamicin";"Pasteurella multocida";0;0;0;0;0;2;4;5;27;118;225;90;43;29;67;45;4;0;0;8;7;659
"Gentamicin";"Proteus mirabilis";0;0;0;0;1;4;34;747;2220;2333;1006;243;123;216;52;136;22;16;127;2;18;7280
"Gentamicin";"Proteus spp";0;0;0;0;0;3;5;31;43;26;14;1;1;0;0;0;0;2;0;2;2;126
"Gentamicin";"Proteus vulgaris";0;0;0;0;0;3;36;204;359;217;62;20;6;14;3;6;3;2;130;2;8;1065
"Gentamicin";"Providencia rettgeri";0;0;0;0;0;0;0;1;0;2;1;1;0;0;0;1;0;1;0;;1;7
"Gentamicin";"Providencia stuartii";0;0;0;0;0;0;0;0;3;2;2;5;3;3;2;0;3;2;0;;2;25
"Gentamicin";"Pseudomonas aeruginosa";0;0;0;1;7;7;82;490;1455;4779;9205;4726;1604;864;310;529;100;184;147;8;72;24490
"Gentamicin";"Raoultella spp";0;0;0;0;0;0;0;21;10;1;0;0;0;0;0;0;0;0;0;;2;32
"Gentamicin";"Raoultella spp";0;0;0;0;0;0;0;4;8;0;0;0;1;1;1;2;1;3;0;;2;21
"Gentamicin";"Salmonella spp";0;0;0;0;0;0;77;23789;17450;2566;235;62;290;919;1252;23;1;0;0;2;14;46664
"Gentamicin";"Serratia liquefaciens";0;0;0;0;0;0;0;46;80;47;7;3;2;2;1;1;0;0;139;2;3;328
"Gentamicin";"Serratia marcescens";0;0;0;0;0;2;17;124;849;435;62;23;35;46;56;19;9;50;156;2;8;1883
"Gentamicin";"Serratia spp";0;0;0;0;0;0;2;48;222;238;41;6;6;11;18;12;5;0;169;2;7;778
"Gentamicin";"Staphylococcus aureus";0;0;2;11;47;107;2189;13085;19412;8853;1709;577;370;644;1119;120;278;123;287;2;59;48933
"Gentamicin";"Staphylococcus aureus MRSA";0;0;0;0;0;9;51;202;106;12;0;0;0;0;12;9;3;0;0;2;4;404
"Gentamicin";"Staphylococcus aureus MSSA";0;0;0;0;1;1;36;237;123;37;7;2;3;0;1;1;1;0;0;2;4;450
"Gentamicin";"Staphylococcus capitis";0;0;0;3;5;3;2;5;7;0;2;0;0;4;0;0;0;0;3;;2;34
"Gentamicin";"Staphylococcus coagulase negative";0;0;0;11;87;245;204;139;12;6;28;44;103;150;150;166;100;28;5;0.5;6;1478
"Gentamicin";"Staphylococcus coagulase negative MRSE";0;0;0;8;57;89;8;3;0;1;11;49;68;23;88;84;27;12;0;0.5;4;528
"Gentamicin";"Staphylococcus epidermidis";0;0;0;26;67;506;104;30;52;7;30;71;105;104;202;123;37;1;0;0.5;6;1465
"Gentamicin";"Staphylococcus haemolyticus";0;0;3;1;9;54;6;2;9;2;5;10;42;31;29;45;37;4;3;0.5;6;292
"Gentamicin";"Staphylococcus hominis";0;0;0;7;11;6;3;4;4;2;4;2;2;1;2;0;0;0;1;;2;49
"Gentamicin";"Staphylococcus intermedius";0;0;0;0;0;0;0;41;54;4;0;0;0;0;0;0;0;0;0;;1;99
"Gentamicin";"Staphylococcus lugdunensis";0;0;0;0;2;4;1;5;1;0;0;1;0;0;1;0;0;0;0;;1;15
"Gentamicin";"Staphylococcus saprophyticus";0;0;0;14;6;2;3;1;0;1;0;0;0;1;0;1;0;0;0;;2;29
"Gentamicin";"Staphylococcus warneri";0;0;0;1;2;7;2;0;0;0;1;1;2;0;0;0;1;0;4;;1;21
"Gentamicin";"Streptococcus agalactiae";0;0;2;0;3;4;1;0;3;2;10;66;128;273;143;57;31;7;0;;9;730
"Gentamicin";"Streptococcus anginosus";0;0;0;0;1;3;1;0;2;2;9;19;35;23;15;5;1;0;0;;6;116
"Gentamicin";"Streptococcus constellatus";0;0;0;0;0;0;3;1;1;2;4;4;4;4;2;0;0;0;0;;2;25
"Gentamicin";"Streptococcus dysgalactiae";0;0;0;0;0;0;0;1;1;1;1;2;2;3;0;0;0;0;0;;1;11
"Gentamicin";"Streptococcus group G";0;0;0;1;1;0;1;0;3;17;62;75;58;10;1;0;0;0;0;;5;229
"Gentamicin";"Streptococcus intermedius";0;0;0;0;0;0;0;0;0;0;1;2;6;5;1;0;0;0;0;;1;15
"Gentamicin";"Streptococcus oralis";0;0;0;0;0;0;1;2;7;13;26;24;20;23;44;74;5;0;0;;5;239
"Gentamicin";"Streptococcus parasanguis";0;0;0;0;0;0;0;0;1;1;4;1;0;0;0;0;0;0;0;;1;7
"Gentamicin";"Streptococcus pneumoniae";0;0;0;0;3;7;6;22;15;50;39;159;296;286;670;515;9;1;230;;9;2308
"Gentamicin";"Streptococcus pyogenes";0;0;0;0;1;2;2;5;15;38;161;660;1418;305;40;8;0;0;237;;9;2892
"Gentamicin";"Streptococcus thermophilus";0;0;0;0;0;0;0;0;0;0;57;63;6;2;0;0;0;0;0;;2;128
"Gentamicin";"Streptococcus, viridans group";0;0;0;0;0;0;0;1;8;15;40;93;104;101;70;97;4;1;0;;5;534
"Gentamicin";"Yersinia enterocolitica";0;0;0;0;0;0;0;8;12;88;179;1;0;0;0;0;0;0;0;;3;288
"Gentamicin";"Yersinia spp";0;0;0;0;0;1;0;24;9;0;0;0;1;0;0;0;0;0;0;;1;35
"Imipenem";"Acinetobacter baumannii";0;0;10;24;46;218;828;1356;1116;789;605;348;222;580;130;132;22;18;8;1;116;6452
"Imipenem";"Acinetobacter calcoaceticus";0;0;0;0;0;0;1;2;5;10;4;0;0;0;0;1;0;0;0;;1;23
"Imipenem";"Acinetobacter lwoffii";0;0;0;0;1;103;67;62;91;22;18;5;8;19;10;3;0;0;0;1;2;409
"Imipenem";"Acinetobacter spp";0;0;1;11;33;410;1187;1974;1978;1487;930;273;235;1120;10;1;1;0;0;1;10;9651
"Imipenem";"Aeromonas hydrophila";0;0;0;0;0;0;12;26;11;12;6;6;2;2;0;0;1;0;0;;2;78
"Imipenem";"Aeromonas spp";0;0;0;0;0;1;19;24;18;9;3;8;5;6;6;0;0;0;0;;2;99
"Imipenem";"Alcaligenes xylosoxidans";0;0;0;0;0;1;0;3;2;6;8;7;1;2;0;0;0;0;0;;1;30
"Imipenem";"Anaerobic cocci Gram positive";0;0;0;28;186;51;21;14;6;7;5;0;1;0;0;0;0;0;0;;1;319
"Imipenem";"Bacteroides fragilis";2;0;0;30;275;566;830;634;242;126;50;21;13;6;6;7;7;0;0;0.5;8;2815
"Imipenem";"Bacteroides fragilis group";0;2;15;63;283;377;504;359;265;130;46;11;6;3;4;6;7;0;1;;6;2082
"Imipenem";"Bacteroides ovatus";0;0;0;2;1;18;54;25;11;5;1;0;0;0;0;0;0;0;0;;3;117
"Imipenem";"Bacteroides spp";0;0;0;1;3;5;5;11;10;4;2;0;0;0;0;0;0;0;0;;4;41
"Imipenem";"Bacteroides thetaiotaomicron";0;0;0;1;23;62;83;101;85;43;10;3;3;0;0;0;0;0;0;;6;414
"Imipenem";"Bacteroides vulgatus";0;0;0;0;1;14;20;13;10;3;1;0;0;0;0;0;0;0;0;;3;62
"Imipenem";"Burkholderia cepacia";0;0;0;0;0;0;6;10;2;2;6;8;8;7;14;13;0;0;0;;3;76
"Imipenem";"Campylobacter jejuni";0;0;0;2;33;87;53;20;3;1;0;0;0;0;0;0;0;0;0;;1;199
"Imipenem";"Chryseobacterium spp";0;0;0;0;0;0;0;0;0;0;1;3;2;0;1;11;1;0;0;;1;19
"Imipenem";"Citrobacter freundii";0;0;0;2;6;20;272;547;868;480;84;31;5;8;5;2;0;0;33;2;8;2363
"Imipenem";"Citrobacter koseri";0;0;0;3;3;41;365;134;90;7;3;1;2;0;0;0;0;0;0;1;4;649
"Imipenem";"Citrobacter spp";0;0;0;0;2;57;437;480;680;338;73;18;1;2;0;0;0;0;0;1;10;2088
"Imipenem";"Clostridium perfringens";0;0;0;11;20;33;18;12;6;0;0;0;0;0;0;0;0;0;0;;1;100
"Imipenem";"Clostridium spp";0;0;3;12;29;56;39;45;35;33;31;7;4;0;0;0;0;0;0;;4;294
"Imipenem";"Corynebacterium jeikeium";0;0;0;0;0;4;0;3;4;2;0;0;0;47;0;0;0;0;0;;1;60
"Imipenem";"Corynebacterium spp";0;0;1;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;7
"Imipenem";"Corynebacterium striatum";0;0;0;1;0;3;4;4;0;0;0;0;0;0;4;0;0;0;0;;1;16
"Imipenem";"Enterobacter agglomerans";0;0;0;0;0;0;0;19;72;81;8;3;0;0;0;0;0;0;0;;1;183
"Imipenem";"Enterobacter cloacae";0;7;20;68;195;670;1652;3647;4104;1154;341;69;30;28;11;2;0;0;59;1;63;12057
"Imipenem";"Enterobacter dissolvens";0;0;0;0;0;0;4;6;7;1;1;0;0;0;0;0;0;0;0;;1;19
"Imipenem";"Enterobacter sakazakii";0;0;0;0;0;1;8;7;22;8;3;0;0;0;0;0;0;0;0;;1;49
"Imipenem";"Enterobacter spp";0;0;0;0;0;47;714;2337;4094;1708;621;85;15;16;4;0;0;0;75;1;9;9716
"Imipenem";"Enterococcus avium";0;0;0;0;0;1;0;9;15;26;5;9;2;37;0;0;0;0;0;;1;104
"Imipenem";"Enterococcus casseliflavus";0;0;0;0;0;0;0;5;30;7;8;5;1;5;0;0;0;0;0;;2;61
"Imipenem";"Enterococcus faecalis";0;0;0;5;8;28;161;375;2505;6752;4697;1240;339;174;70;5;3;0;184;4;19;16546
"Imipenem";"Enterococcus faecium";0;0;0;0;0;11;15;18;43;113;104;214;71;3138;37;214;127;143;0;4;9;4248
"Imipenem";"Enterococcus gallinarum";0;0;0;0;0;0;0;0;18;28;24;8;4;29;0;0;0;0;0;;1;111
"Imipenem";"Escherichia coli";0;0;29;57;188;2600;7564;4794;1044;219;121;30;9;9;3;5;1;0;0;0.5;85;16673
"Imipenem";"Fusobacterium spp";0;0;0;12;95;38;16;14;9;4;2;2;0;0;1;0;0;0;0;;2;193
"Imipenem";"Haemophilus influenzae";0;0;6;3;19;185;318;1030;1364;593;240;61;23;12;3;1;0;0;0;2;13;3858
"Imipenem";"Haemophilus parainfluenzae";0;0;0;0;7;8;36;107;90;51;23;8;1;0;0;0;0;0;0;2;3;331
"Imipenem";"Hafnia alvei";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;;1;2
"Imipenem";"Klebsiella aerogenes";0;0;1;4;4;39;256;780;1177;1014;384;80;39;23;18;14;3;1;49;1;56;3886
"Imipenem";"Klebsiella oxytoca";0;0;4;9;13;222;1887;1705;831;88;50;13;5;3;2;0;0;0;0;1;59;4832
"Imipenem";"Klebsiella pneumoniae";0;0;27;52;58;1236;12021;8316;6474;952;231;55;19;30;6;5;1;0;0;1;75;29483
"Imipenem";"Klebsiella spp";0;0;0;0;19;114;446;300;199;40;4;2;1;0;0;0;0;0;0;1;7;1125
"Imipenem";"Kluyvera spp";0;0;0;0;0;0;2;6;19;5;0;0;0;0;0;0;0;0;0;;1;32
"Imipenem";"Moraxella catarrhalis";0;0;29;29;97;142;167;27;23;5;0;1;1;0;0;0;0;0;0;0.25;6;521
"Imipenem";"Morganella morganii";0;0;0;1;1;3;30;34;119;479;1153;554;86;29;25;1;0;0;98;4;17;2613
"Imipenem";"Mycobacterium abscessus";0;0;0;0;0;0;0;0;0;0;12;8;30;43;37;10;44;0;0;;3;184
"Imipenem";"Neisseria gonorrhoeae";0;0;0;6;18;13;34;13;1;1;0;0;0;0;0;0;0;0;0;;3;86
"Imipenem";"Neisseria meningitidis";0;0;10;3;20;1;9;3;0;0;0;0;0;0;0;0;0;0;0;;3;46
"Imipenem";"Pasteurella spp";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;;1;2
"Imipenem";"Peptostreptococcus spp";0;0;20;29;70;24;4;7;4;1;0;0;0;0;0;0;0;0;0;;2;159
"Imipenem";"Porphyromonas spp";2;0;0;1;74;5;7;2;0;0;0;1;0;0;0;0;0;0;0;;2;92
"Imipenem";"Prevotella spp";2;1;0;20;151;82;46;42;22;6;4;0;0;0;0;0;0;0;0;;2;376
"Imipenem";"Proteus mirabilis";0;0;1;2;3;56;565;1705;3099;4676;4169;1221;146;50;34;2;0;0;123;4;22;15852
"Imipenem";"Proteus vulgaris";0;0;0;0;1;8;88;124;246;375;386;150;38;12;12;0;0;0;131;4;12;1571
"Imipenem";"Providencia rettgeri";0;0;0;0;0;0;0;4;31;55;39;9;0;0;1;0;0;0;0;4;4;139
"Imipenem";"Providencia spp";0;0;0;0;0;0;1;6;23;15;47;30;10;2;1;0;0;0;0;;4;135
"Imipenem";"Providencia stuartii";0;0;0;0;0;1;2;20;70;101;64;27;3;0;0;0;0;0;0;4;4;288
"Imipenem";"Pseudomonas aeruginosa";0;0;1;4;8;85;294;1197;8391;24813;12841;4363;4221;6906;651;388;22;39;108;4;90;64332
"Imipenem";"Pseudomonas fluorescens group";0;0;0;0;0;2;4;13;62;90;54;38;33;22;16;0;0;0;115;4;4;449
"Imipenem";"Pseudomonas stutzeri group";0;0;0;0;0;2;11;6;0;0;0;0;0;0;0;0;0;0;0;;1;19
"Imipenem";"Salmonella enteritidis";0;0;0;0;0;1;38;218;310;1;0;0;0;0;0;0;0;0;0;;2;568
"Imipenem";"Salmonella paratyphi";0;0;0;0;0;0;13;22;34;0;0;0;0;0;0;0;0;0;0;;1;69
"Imipenem";"Salmonella spp";0;0;0;0;0;70;7906;4686;2381;47;12;0;0;0;0;0;0;0;0;1;13;15102
"Imipenem";"Salmonella typhi";0;0;0;0;0;2;123;87;110;0;1;0;0;0;0;0;0;0;0;;1;323
"Imipenem";"Salmonella typhimurium";0;0;0;0;0;1;15;72;100;0;1;0;0;0;0;0;0;0;0;;1;189
"Imipenem";"Serratia liquefaciens";0;0;0;0;0;1;15;76;110;76;31;11;3;5;0;0;0;0;140;2;5;468
"Imipenem";"Serratia marcescens";0;0;1;8;1;10;149;1071;3142;2379;971;169;10;28;5;0;0;1;157;2;9;8102
"Imipenem";"Serratia spp";0;0;0;1;2;38;87;181;242;104;34;28;6;2;2;0;0;0;170;2;9;897
"Imipenem";"Shigella flexneri";0;0;0;0;0;14;85;48;173;1;0;0;0;0;0;0;0;0;0;;1;321
"Imipenem";"Shigella sonnei";0;0;0;0;0;30;215;59;121;1;0;0;0;0;0;0;0;0;0;;1;426
"Imipenem";"Shigella spp";0;0;0;0;0;1;31;130;19;3;1;1;0;0;0;0;0;0;0;1;3;186
"Imipenem";"Staphylococcus aureus";0;12;541;1641;1882;966;305;176;122;63;84;19;13;4;4;4;0;1;0;0.125;55;5837
"Imipenem";"Staphylococcus capitis";0;0;0;0;0;105;34;9;36;6;3;4;4;13;0;0;0;0;0;;1;214
"Imipenem";"Staphylococcus coagulase negative";6;25;157;269;242;147;107;46;38;24;14;15;10;10;16;18;0;0;0;0.125;7;1144
"Imipenem";"Staphylococcus epidermidis";0;0;0;48;48;40;45;64;28;15;17;2;5;6;1;1;5;0;0;0.125;3;325
"Imipenem";"Staphylococcus haemolyticus";0;0;4;5;8;1;3;2;1;2;3;1;0;1;2;4;0;0;0;0.125;1;37
"Imipenem";"Staphylococcus saprophyticus";0;0;0;16;23;6;5;0;2;0;0;0;0;0;2;0;0;0;0;0.125;3;54
"Imipenem";"Stenotrophomonas maltophilia";0;0;0;0;0;0;9;16;11;12;7;21;30;4199;1;56;150;31;2;;10;4545
"Imipenem";"Streptococcus agalactiae";0;22;122;228;94;24;1;0;1;3;0;0;0;0;0;0;0;0;0;0.125;8;495
"Imipenem";"Streptococcus anginosus";0;9;8;29;22;6;1;0;0;0;0;0;0;0;0;0;0;0;0;;4;75
"Imipenem";"Streptococcus group G";8;145;32;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;188
"Imipenem";"Streptococcus intermedius";0;0;2;7;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;17
"Imipenem";"Streptococcus mitis";0;0;0;5;10;7;10;11;3;0;0;0;0;0;0;0;0;0;0;;2;46
"Imipenem";"Streptococcus oralis";0;20;43;54;41;14;12;5;3;2;2;0;0;0;0;0;0;0;0;;4;196
"Imipenem";"Streptococcus pneumoniae";59;666;386;131;177;110;120;72;16;2;3;1;0;0;0;0;0;0;0;0.016;11;1743
"Imipenem";"Streptococcus pyogenes";62;349;138;99;61;19;1;1;1;0;0;0;0;0;0;0;0;0;0;0.064;11;731
"Imipenem";"Streptococcus, viridans group";0;7;63;127;108;80;37;17;19;6;0;0;0;0;0;1;0;0;0;0.125;5;465
"Imipenem";"Yersinia enterocolitica";0;0;0;0;0;0;0;32;88;1;0;0;0;0;0;0;0;0;0;;1;121
"Isavuconazole";"Aspergillus flavus EUCAST";0;0;0;0;0;0;1;5;44;285;96;3;0;0;0;0;0;0;0;2;6;434
"Isavuconazole";"Aspergillus fumigatus EUCAST";0;0;0;0;0;1;2;21;199;174;12;9;5;3;0;0;0;0;0;2;5;426
"Isavuconazole";"Aspergillus nidulans EUCAST";0;0;0;0;1;19;95;36;5;0;0;0;0;0;0;0;0;0;0;0.25;3;156
"Isavuconazole";"Aspergillus niger EUCAST";0;0;0;0;0;0;0;3;8;53;118;35;7;0;0;0;0;0;0;4;5;224
"Isavuconazole";"Aspergillus terreus EUCAST";0;0;0;0;0;1;8;83;165;75;9;1;7;0;0;0;0;0;0;1;4;349
"Itraconazole";"Aspergillus flavus Etest";0;0;0;0;0;3;2;10;7;0;1;0;0;0;0;0;0;0;0;;1;23
"Itraconazole";"Aspergillus flavus EUCAST";0;0;2;2;0;8;43;146;103;23;8;0;0;4;0;0;0;0;0;1;7;339
"Itraconazole";"Aspergillus fumigatus Etest";0;0;1;0;2;1;5;48;18;8;3;0;0;0;0;1;0;0;0;;2;87
"Itraconazole";"Aspergillus fumigatus EUCAST";0;0;0;2;6;15;150;847;814;194;51;30;14;58;121;0;0;0;0;1;7;2302
"Itraconazole";"Aspergillus nidulans Etest";0;0;0;0;0;0;3;3;4;0;0;1;0;0;0;0;0;0;0;;1;11
"Itraconazole";"Aspergillus nidulans EUCAST";0;0;0;0;2;7;27;31;13;4;4;0;2;4;0;0;0;0;0;1;5;94
"Itraconazole";"Aspergillus niger EUCAST";0;0;0;0;0;1;6;18;104;117;21;7;5;25;3;0;0;0;0;4;6;307
"Itraconazole";"Aspergillus sydowii EUCAST";0;0;0;0;0;1;8;8;18;10;1;2;1;7;0;0;0;0;0;;2;56
"Itraconazole";"Aspergillus terreus Etest";0;0;0;0;0;0;4;4;3;0;1;0;0;0;0;0;0;0;0;;1;12
"Itraconazole";"Aspergillus terreus EUCAST";0;0;0;1;5;23;193;331;50;4;2;0;2;1;0;0;0;0;0;0.5;5;612
"Itraconazole";"Aspergillus versicolor Etest";0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;;1;3
"Itraconazole";"Aspergillus versicolor EUCAST";0;0;0;0;0;1;2;3;8;8;1;0;1;1;0;0;0;0;0;;3;25
"Itraconazole";"Candida albicans Etest";0;23;105;240;457;472;392;85;52;34;15;10;2;2;4;0;0;0;0;;8;1893
"Itraconazole";"Candida albicans EUCAST";0;0;5;2154;533;278;240;189;118;56;16;14;20;35;0;0;0;0;0;0.064;16;3658
"Itraconazole";"Candida dubliniensis DIN";0;0;12;18;9;5;0;2;0;1;1;0;0;0;0;0;0;0;0;;1;48
"Itraconazole";"Candida dubliniensis Etest";0;1;2;1;3;4;0;0;0;0;0;0;0;0;1;0;0;0;0;;2;12
"Itraconazole";"Candida dubliniensis EUCAST";0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.064;4;7
"Itraconazole";"Candida famata DIN";0;0;0;0;0;5;2;1;4;0;0;1;1;0;0;0;0;0;0;;1;14
"Itraconazole";"Candida famata EUCAST";0;0;0;0;2;2;8;7;12;3;0;0;2;0;0;0;0;0;0;;9;36
"Itraconazole";"Candida glabrata DIN";0;0;29;14;40;83;73;131;76;67;41;8;15;10;0;0;0;0;0;;1;587
"Itraconazole";"Candida glabrata Etest";0;0;0;1;1;9;14;58;67;99;118;67;16;10;37;7;0;0;14;;8;518
"Itraconazole";"Candida glabrata EUCAST";0;0;0;0;10;20;67;155;274;181;70;23;15;22;4;0;0;0;0;2;14;841
"Itraconazole";"Candida guilliermondii DIN";0;0;14;7;7;6;7;36;43;32;32;12;5;1;0;0;0;0;0;;1;202
"Itraconazole";"Candida guilliermondii Etest";0;0;0;0;0;0;0;1;2;0;1;1;1;2;0;0;0;0;0;;1;8
"Itraconazole";"Candida guilliermondii EUCAST";0;0;0;4;1;4;20;40;24;3;0;0;0;1;0;0;0;0;0;2;10;97
"Itraconazole";"Candida kefyr DIN";0;0;29;20;39;24;12;5;4;2;1;0;0;1;0;0;0;0;0;;1;137
"Itraconazole";"Candida kefyr EUCAST";0;0;0;5;5;4;1;3;1;0;0;0;0;0;0;0;0;0;0;;7;19
"Itraconazole";"Candida krusei DIN";0;0;18;4;6;9;21;60;96;80;29;5;8;4;2;0;0;0;0;;1;342
"Itraconazole";"Candida krusei Etest";0;4;4;1;4;2;6;2;4;15;15;5;5;0;1;0;0;0;0;;8;68
"Itraconazole";"Candida krusei EUCAST";0;0;0;5;4;17;71;67;42;15;2;0;0;0;0;0;0;0;0;1;12;223
"Itraconazole";"Candida lusitaniae DIN";0;0;37;28;29;31;36;7;0;1;0;0;0;1;0;0;0;0;0;;1;170
"Itraconazole";"Candida lusitaniae Etest";0;0;0;0;3;8;1;0;4;0;0;0;0;0;0;0;0;0;0;;4;16
"Itraconazole";"Candida lusitaniae EUCAST";0;0;0;17;10;9;5;3;3;0;0;0;0;0;0;0;0;0;0;0.125;10;47
"Itraconazole";"Candida norvegensis DIN";0;0;0;0;2;2;8;5;4;3;0;1;0;0;0;0;0;0;0;;1;25
"Itraconazole";"Candida norvegensis Etest";0;0;0;0;0;0;0;0;0;4;5;0;0;0;0;0;0;0;0;;1;9
"Itraconazole";"Candida parapsilosis";0;0;0;0;0;4;6;15;7;1;0;0;0;0;0;0;0;0;0;;1;33
"Itraconazole";"Candida parapsilosis DIN";0;0;94;66;81;76;85;26;7;8;2;4;4;0;0;0;0;0;0;;1;453
